District/School IRN,District/School Name,School Year,Org Type,Core Curriculum/Intervention,Reported Grades,Status,Reported Material Type,DEW Approved Material Type,DEW Approved Grades
049031,Wayne Trace Local,2024–2025,Public District,Blast Foundations (Really Great Reading),KG - 06,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,01 - 01
049031,Wayne Trace Local,2024–2025,Public District,Countdown (Really Great Reading),KG - 06,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - KG
049031,Wayne Trace Local,2024–2025,Public District,"Creative Curriculum (Teaching Strategies, LLC)",PS - PS,Implemented,ELA Core,PreK Core,PS - PS
049031,Wayne Trace Local,2024–2025,Public District,HD Word (Really Great Reading),KG - 06,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,02 - 02
049031,Wayne Trace Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,07 - 12,Implemented,Reading Intervention,N/A,N/A
049031,Wayne Trace Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 06,Implemented,Reading Intervention,N/A,N/A
049031,Wayne Trace Local,2024–2025,Public District,Wonders 2020 (McGraw Hill),KG - 06,Implemented,ELA Core,ELA Core,KG - 05
050468,Wayne Local,2024–2025,Public District,"Creative Curriculum (Teaching Strategies, LLC)",PS - PS,Implemented,ELA Core,PreK Core,PS - PS
050468,Wayne Local,2024–2025,Public District,Wonders 2023 (McGraw Hill),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
051714,Wayne County Jvsd,2024–2025,Joint Vocational School District,Other published instr materials incl on Dept approved list,11 - 12,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
049148,Waverly City,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
045641,Wauseon Exempted Village,2024–2025,Public District,95 Phonics Core Program (95 Percent Group),03 - 05,Implemented,Reading Intervention,ELA Core,KG - 02
045641,Wauseon Exempted Village,2024–2025,Public District,HMH Into Reading 2020 (Houghton Mifflin Harcourt),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
045641,Wauseon Exempted Village,2024–2025,Public District,Other published instr materials incl on Dept approved list,06 - 12,Implemented,Reading Intervention,N/A,N/A
045641,Wauseon Exempted Village,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),KG - 02,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
049247,Waterloo Local,2024–2025,Public District,Fundations (Wilson Language Training),KG - 02,Implemented,Both ELA Core and Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
049247,Waterloo Local,2024–2025,Public District,Fundations (Wilson Language Training),03 - 06,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
049247,Waterloo Local,2024–2025,Public District,HMH Into Reading 2020 (Houghton Mifflin Harcourt),07 - 12,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
049247,Waterloo Local,2024–2025,Public District,HMH Into Reading 2020 (Houghton Mifflin Harcourt),03 - 06,Implemented,ELA Core,ELA Core,KG - 05
049247,Waterloo Local,2024–2025,Public District,Wit & Wisdom (Great Minds),KG - 02,Implemented,ELA Core,ELA Core,03 - 05
049650,Washington-Nile Local,2024–2025,Public District,"Creative Curriculum (Teaching Strategies, LLC)",PS - PS,Implemented,ELA Core,PreK Core,PS - PS
049650,Washington-Nile Local,2024–2025,Public District,Fundations (Wilson Language Training),KG - 03,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
049650,Washington-Nile Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,02 - 08,Implemented,Reading Intervention,N/A,N/A
049650,Washington-Nile Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,04 - 08,Implemented,Reading Intervention,N/A,N/A
049650,Washington-Nile Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 04,Implemented,Reading Intervention,N/A,N/A
049650,Washington-Nile Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - KG,Implemented,Reading Intervention,N/A,N/A
049650,Washington-Nile Local,2024–2025,Public District,Wonders 2023 (McGraw Hill),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
133280,Washington Park Community School,2024–2025,Community School,Other published instr materials incl on Dept approved list,KG - 08,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
133280,Washington Park Community School,2024–2025,Community School,Wonders 2023 (McGraw Hill),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
048231,Washington Local,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
048231,Washington Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 05,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
045013,Washington Court House City,2024–2025,Public District,95 Phonics Core Program (95 Percent Group),02 - 06,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 02
045013,Washington Court House City,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
045005,Warrensville Heights City,2024–2025,Public District,95 Phonics Core Program (95 Percent Group),KG - 05,Implemented,Reading Intervention,ELA Core,KG - 02
045005,Warrensville Heights City,2024–2025,Public District,Fundations (Wilson Language Training),KG - 02,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
045005,Warrensville Heights City,2024–2025,Public District,Lexia Core 5 Reading (Lexia),06 - 09,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
045005,Warrensville Heights City,2024–2025,Public District,Other published instr materials not on Dept list,KG - 05,Implemented,Reading Intervention,N/A,N/A
045005,Warrensville Heights City,2024–2025,Public District,Wit & Wisdom (Great Minds),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,03 - 05
050500,Warren Local,2024–2025,Public District,95 Phonics Core Program (95 Percent Group),KG - 08,Implemented,Reading Intervention,ELA Core,KG - 02
050500,Warren Local,2024–2025,Public District,Other published instr materials not on Dept list,06 - 08,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
050500,Warren Local,2024–2025,Public District,Other published instr materials not on Dept list,09 - 12,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
050500,Warren Local,2024–2025,Public District,OUR Bookworms K-5 Reading & Writing (Open Up Resources),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
051474,Warren County Vocational School,2024–2025,Joint Vocational School District,95 Phonics Core Program (95 Percent Group),PS - PS,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 02
050401,Warren County Esc,2024–2025,Educational Service Center,Wit & Wisdom (Great Minds),PS - PS,Implemented,ELA Core,ELA Core,03 - 05
044990,Warren City,2024–2025,Public District,Blast Foundations (Really Great Reading),01 - 05,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,01 - 01
044990,Warren City,2024–2025,Public District,Countdown (Really Great Reading),KG - 01,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - KG
044990,Warren City,2024–2025,Public District,"Creative Curriculum (Teaching Strategies, LLC)",PS - PS,Implemented,Both ELA Core and Reading Intervention,PreK Core,PS - PS
044990,Warren City,2024–2025,Public District,"From Phonics to Reading (William H. Sadlier, Inc)",KG - 03,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 02
044990,Warren City,2024–2025,Public District,HD Word (Really Great Reading),02 - 05,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,02 - 02
044990,Warren City,2024–2025,Public District,Other published instr materials incl on Dept approved list,02 - 08,Implemented,Reading Intervention,N/A,N/A
044990,Warren City,2024–2025,Public District,Other published instr materials not on Dept list,PS - 02,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
044990,Warren City,2024–2025,Public District,Other published instr materials not on Dept list,02 - 03,Implemented,Reading Intervention,N/A,N/A
044990,Warren City,2024–2025,Public District,Other published instr materials not on Dept list,06 - 06,Implemented,Reading Intervention,N/A,N/A
044990,Warren City,2024–2025,Public District,Other published instr materials not on Dept list,07 - 09,Implemented,Reading Intervention,N/A,N/A
044990,Warren City,2024–2025,Public District,Other published instr materials not on Dept list,08 - 10,Implemented,Reading Intervention,N/A,N/A
044990,Warren City,2024–2025,Public District,Wonders 2023 (McGraw Hill),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
044982,Wapakoneta City,2024–2025,Public District,95 Phonics Core Program (95 Percent Group),KG - 08,Implemented,Reading Intervention,ELA Core,KG - 02
044982,Wapakoneta City,2024–2025,Public District,"MyView Literacy (Savvas Learning Company, formerly Pearson)",08 - 12,Implemented,ELA Core,ELA Core,KG - 05
044982,Wapakoneta City,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 03,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
044982,Wapakoneta City,2024–2025,Public District,Other published instr materials not on Dept list,KG - 09,Implemented,Reading Intervention,N/A,N/A
046904,Walnut Township Local,2024–2025,Public District,Fundations (Wilson Language Training),KG - 03,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
046904,Walnut Township Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,04 - 05,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
046904,Walnut Township Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,06 - 08,Implemented,ELA Core,N/A,N/A
046904,Walnut Township Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 05,Implemented,ELA Core,N/A,N/A
046904,Walnut Township Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,06 - 12,Implemented,Reading Intervention,N/A,N/A
046904,Walnut Township Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 03,Implemented,Reading Intervention,N/A,N/A
044974,Wadsworth City,2024–2025,Public District,HMH Into Reading 2020 (Houghton Mifflin Harcourt),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
044974,Wadsworth City,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 05,Implemented,Reading Intervention,N/A,N/A
050393,Vinton County Local,2024–2025,Public District,HMH Into Reading 2020 (Houghton Mifflin Harcourt),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
013034,Village Preparatory School Woodland Hills,2024–2025,Community School,Fundations (Wilson Language Training),KG - 02,Implemented,ELA Core,Both ELA Core and Reading Intervention,KG - 02
013034,Village Preparatory School Woodland Hills,2024–2025,Community School,Wit & Wisdom (Great Minds),KG - 08,Implemented,ELA Core,ELA Core,03 - 05
015722,Village Preparatory School Willard,2024–2025,Community School,Fundations (Wilson Language Training),KG - 02,Implemented,ELA Core,Both ELA Core and Reading Intervention,KG - 02
015722,Village Preparatory School Willard,2024–2025,Community School,Wit & Wisdom (Great Minds),KG - 08,Implemented,ELA Core,ELA Core,03 - 05
011291,Village Preparatory School Cliffs,2024–2025,Community School,Fundations (Wilson Language Training),KG - 02,Implemented,ELA Core,Both ELA Core and Reading Intervention,KG - 02
011291,Village Preparatory School Cliffs,2024–2025,Community School,Wit & Wisdom (Great Minds),KG - 08,Implemented,ELA Core,ELA Core,03 - 05
045633,Versailles Exempted Village,2024–2025,Public District,95 Phonics Core Program (95 Percent Group),KG - 02,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 02
045633,Versailles Exempted Village,2024–2025,Public District,Benchmark Phonics (Benchmark Education),03 - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 02
045633,Versailles Exempted Village,2024–2025,Public District,Locally created instruction,09 - 12,Implemented,Reading Intervention,N/A,N/A
045633,Versailles Exempted Village,2024–2025,Public District,Other published instr materials incl on Dept approved list,06 - 08,Implemented,Reading Intervention,N/A,N/A
051672,Vantage Career Center,2024–2025,Joint Vocational School District,95 Phonics Core Program (95 Percent Group),PS - PS,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 02
047472,Vanlue Local,2024–2025,Public District,Wonders 2023 (McGraw Hill),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
044958,Vandalia-Butler City,2024–2025,Public District,Blast Foundations (Really Great Reading),01 - 02,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,01 - 01
044958,Vandalia-Butler City,2024–2025,Public District,Countdown (Really Great Reading),KG - KG,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - KG
044958,Vandalia-Butler City,2024–2025,Public District,HD Word (Really Great Reading),02 - 03,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,02 - 02
044958,Vandalia-Butler City,2024–2025,Public District,"MyView Literacy (Savvas Learning Company, formerly Pearson)",KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
